Size,Sleeve_Type,Color,Collar_Type,Fit,Pattern,Price,Trial_Count,Purchased
XL,Sleeveless,Blue,Polo,Slim,Striped,1537,5,1
M,Full,Red,Mandarin,Regular,Printed,1728,8,0
M,Half,White,Polo,Regular,Printed,612,2,1
M,Half,Red,Mandarin,Slim,Solid,352,1,1
M,Full,Green,Round,Slim,Solid,238,2,1
M,Sleeveless,Green,V-Neck,Slim,Solid,909,4,0
L,Half,Black,Mandarin,Slim,Solid,355,1,0
L,Sleeveless,Yellow,Round,Loose,Striped,1113,1,0
L,Sleeveless,Blue,Round,Loose,Solid,512,2,1
M,Full,Yellow,Round,Regular,Checked,1822,4,0
M,Half,Black,Mandarin,Slim,Checked,893,3,1
M,Sleeveless,Blue,V-Neck,Regular,Striped,581,0,0
S,Full,White,Mandarin,Regular,Solid,887,1,1
L,Full,Blue,Round,Slim,Printed,2830,2,1
M,Sleeveless,White,Round,Slim,Solid,1765,2,1
M,Sleeveless,Black,Polo,Loose,Printed,1186,3,1
L,Full,Blue,Polo,Regular,Checked,2681,7,0
L,Half,White,Polo,Loose,Printed,2528,2,0
L,Half,Green,Round,Regular,Printed,940,6,1
M,Full,Blue,Round,Regular,Solid,1594,0,0
M,Full,Black,Round,Slim,Solid,2683,0,0
M,Sleeveless,White,Polo,Regular,Striped,692,3,1
L,Full,Green,Polo,Loose,Solid,2343,0,1
XL,Sleeveless,Green,Round,Slim,Printed,2283,6,1
M,Sleeveless,Black,V-Neck,Slim,Solid,1343,0,1
M,Sleeveless,Yellow,V-Neck,Regular,Striped,2378,0,0
M,Full,Black,Polo,Slim,Solid,635,3,1
L,Full,Black,Polo,Loose,Solid,2225,10,0
M,Half,Black,V-Neck,Loose,Printed,2273,2,0
XL,Full,Green,Polo,Slim,Striped,980,0,0
L,Full,Yellow,Round,Loose,Solid,215,2,0
M,Half,Green,Round,Regular,Striped,631,4,1
M,Half,Red,Polo,Slim,Checked,1436,2,0
L,Half,White,Round,Regular,Striped,2816,7,1
S,Sleeveless,Black,Polo,Loose,Solid,1910,1,0
S,Sleeveless,Yellow,Polo,Regular,Printed,368,2,1
S,Sleeveless,Red,Polo,Regular,Printed,977,0,0
L,Half,Black,Polo,Regular,Striped,2410,0,1
L,Half,Green,V-Neck,Loose,Printed,1424,9,1
L,Sleeveless,Red,Mandarin,Loose,Solid,1652,1,0
M,Sleeveless,Black,Round,Slim,Striped,851,3,1
L,Full,Green,Polo,Slim,Solid,2005,3,1
S,Full,White,Polo,Regular,Solid,435,3,0
L,Half,White,Polo,Loose,Printed,2537,6,0
M,Sleeveless,Blue,Round,Loose,Solid,465,3,1
M,Full,Red,Round,Loose,Printed,632,1,1
M,Half,Yellow,V-Neck,Regular,Printed,717,1,0
L,Half,Red,Mandarin,Slim,Solid,853,2,1
L,Full,Green,Polo,Regular,Printed,778,0,0
S,Sleeveless,Black,V-Neck,Regular,Checked,2501,4,0
L,Full,Black,Mandarin,Regular,Printed,1535,1,0
M,Half,Blue,Round,Regular,Printed,1658,6,1
XL,Half,Green,Mandarin,Slim,Solid,1977,5,1
L,Sleeveless,Black,Round,Slim,Checked,1042,1,1
S,Half,Red,V-Neck,Slim,Striped,1745,3,0
M,Half,Blue,Mandarin,Regular,Printed,607,0,1
M,Half,Yellow,Polo,Slim,Printed,1846,1,0
XL,Sleeveless,Yellow,Round,Regular,Printed,2196,8,0
M,Half,White,Round,Slim,Solid,758,0,1
S,Half,Green,Mandarin,Loose,Checked,2571,3,0
S,Half,Blue,Round,Regular,Printed,2223,6,1
L,Sleeveless,Black,V-Neck,Regular,Striped,1973,2,0
M,Half,Black,V-Neck,Slim,Checked,1437,2,1
S,Full,Red,Round,Loose,Printed,1726,0,0
M,Sleeveless,Black,Mandarin,Slim,Solid,692,4,0
XL,Sleeveless,Black,Round,Slim,Checked,1149,1,0
M,Half,Red,V-Neck,Loose,Checked,1858,5,0
L,Full,Blue,Polo,Regular,Solid,527,1,1
L,Half,Black,V-Neck,Slim,Striped,541,2,1
L,Full,Red,Polo,Slim,Striped,898,10,1
L,Sleeveless,Green,V-Neck,Slim,Striped,2629,3,0
S,Full,Blue,V-Neck,Loose,Printed,552,8,1
L,Sleeveless,Yellow,V-Neck,Regular,Checked,1827,9,0
S,Half,White,Mandarin,Slim,Checked,2080,0,0
M,Sleeveless,Green,Round,Regular,Checked,495,6,1
L,Sleeveless,Black,V-Neck,Slim,Solid,1194,6,1
M,Full,White,Polo,Regular,Solid,967,4,1
XL,Half,Green,Round,Slim,Printed,2256,7,1
L,Full,Blue,V-Neck,Regular,Printed,1223,3,0
S,Sleeveless,Blue,Round,Slim,Solid,817,0,1
S,Full,Blue,Round,Regular,Striped,2810,5,0
XL,Full,Black,V-Neck,Slim,Printed,248,2,0
S,Sleeveless,Black,Mandarin,Regular,Solid,1695,5,1
L,Sleeveless,Green,Polo,Slim,Solid,694,6,0
M,Sleeveless,Yellow,Mandarin,Regular,Striped,850,3,1
L,Half,Yellow,Mandarin,Regular,Striped,1092,3,0
L,Sleeveless,White,Round,Slim,Solid,590,1,1
L,Full,White,Round,Slim,Solid,1985,1,0
M,Full,Black,Round,Loose,Checked,872,0,0
M,Full,Black,Polo,Regular,Solid,676,2,1
M,Full,White,Polo,Slim,Solid,707,6,1
M,Half,White,Round,Slim,Printed,543,1,0
XL,Half,Red,Round,Slim,Striped,1620,3,0
L,Sleeveless,Blue,Round,Slim,Solid,289,4,0
M,Full,Blue,Polo,Slim,Striped,796,6,1
XL,Sleeveless,Black,V-Neck,Regular,Solid,1106,3,1
XL,Half,Green,Round,Regular,Solid,875,3,1
S,Sleeveless,Blue,V-Neck,Slim,Printed,2251,3,0
S,Sleeveless,Red,Round,Slim,Printed,386,2,0
L,Half,White,V-Neck,Loose,Printed,1958,8,1
S,Full,Black,Round,Slim,Solid,768,1,1
L,Half,White,Round,Loose,Checked,2512,8,0
S,Sleeveless,White,Polo,Regular,Checked,2783,3,0
S,Sleeveless,White,Mandarin,Loose,Solid,1960,2,0
S,Half,Blue,Mandarin,Loose,Striped,2906,6,0
M,Sleeveless,White,Round,Regular,Striped,652,5,0
M,Sleeveless,Red,Round,Slim,Checked,1841,1,0
M,Full,Yellow,V-Neck,Regular,Solid,779,3,1
S,Sleeveless,Red,Mandarin,Regular,Checked,833,3,0
M,Sleeveless,Green,Polo,Slim,Solid,337,5,0
L,Sleeveless,Blue,Polo,Regular,Solid,1029,0,0
XL,Full,Blue,Round,Regular,Solid,1043,1,1
XL,Sleeveless,Green,Polo,Regular,Checked,2031,5,0
XL,Sleeveless,White,Round,Regular,Solid,2565,2,1
M,Full,Green,V-Neck,Regular,Solid,3000,0,0
L,Full,Black,Polo,Slim,Printed,2864,3,0
L,Half,Red,Round,Regular,Checked,1505,6,0
S,Half,Yellow,Mandarin,Slim,Solid,2679,2,0
S,Sleeveless,Black,V-Neck,Slim,Striped,1612,6,0
L,Sleeveless,White,V-Neck,Loose,Striped,684,0,0
S,Half,Red,V-Neck,Regular,Solid,1124,0,0
M,Full,White,Round,Slim,Solid,490,5,0
L,Full,Black,Round,Loose,Solid,2700,8,0
M,Half,White,Round,Regular,Solid,369,2,0
S,Full,White,V-Neck,Regular,Solid,241,9,0
M,Full,Red,Mandarin,Regular,Printed,471,1,0
XL,Sleeveless,Black,Polo,Regular,Striped,525,2,1
XL,Half,Yellow,Round,Regular,Checked,2161,2,1
XL,Half,Black,Mandarin,Regular,Solid,1292,2,0
S,Sleeveless,Yellow,Round,Regular,Checked,305,3,0
S,Full,White,V-Neck,Slim,Printed,615,3,0
XL,Half,White,Round,Slim,Solid,2764,6,0
M,Full,Red,Round,Regular,Striped,1332,0,0
XL,Half,Black,Round,Regular,Striped,960,0,0
L,Sleeveless,Blue,Polo,Regular,Striped,1013,3,1
M,Half,Black,Polo,Regular,Printed,871,3,1
S,Sleeveless,Green,V-Neck,Slim,Striped,2020,1,0
XL,Sleeveless,Blue,V-Neck,Loose,Printed,578,9,1
L,Sleeveless,Black,V-Neck,Loose,Solid,1051,3,0
L,Half,Blue,V-Neck,Loose,Printed,2395,1,0
L,Sleeveless,Green,Round,Loose,Solid,1630,2,1
XL,Sleeveless,Black,V-Neck,Loose,Printed,372,2,0
L,Sleeveless,Blue,V-Neck,Slim,Solid,1099,2,0
M,Full,Blue,V-Neck,Regular,Solid,1408,6,0
M,Sleeveless,Red,V-Neck,Regular,Checked,335,1,0
M,Sleeveless,Black,Mandarin,Slim,Striped,2953,3,0
M,Half,Yellow,V-Neck,Regular,Solid,439,1,0
XL,Half,Black,V-Neck,Regular,Checked,1140,2,1
L,Sleeveless,Red,V-Neck,Loose,Printed,2007,4,0
M,Full,Green,V-Neck,Slim,Checked,888,3,1
XL,Half,Black,Polo,Slim,Solid,2080,3,0
S,Half,Red,V-Neck,Slim,Solid,1831,1,1
M,Full,White,Round,Slim,Printed,866,5,1
L,Sleeveless,Green,V-Neck,Slim,Checked,477,3,0
XL,Half,White,Mandarin,Slim,Printed,2149,5,0
L,Half,White,Mandarin,Regular,Solid,2657,5,0
XL,Sleeveless,Black,Polo,Loose,Striped,2201,7,1
M,Half,White,V-Neck,Regular,Checked,3000,2,0
M,Half,Blue,V-Neck,Regular,Checked,714,3,0
M,Sleeveless,White,Round,Regular,Solid,694,0,1
XL,Sleeveless,Blue,Polo,Regular,Printed,838,2,0
L,Half,Black,Polo,Slim,Striped,1685,3,0
M,Full,Red,V-Neck,Slim,Solid,937,2,0
L,Full,Red,Polo,Loose,Solid,1508,2,1
XL,Full,Red,Polo,Regular,Solid,1775,3,1
XL,Full,Black,Round,Regular,Solid,456,2,1
XL,Full,Red,V-Neck,Loose,Checked,2763,10,0
XL,Full,Green,Polo,Slim,Checked,506,1,0
M,Full,Black,Round,Slim,Striped,2447,4,0
L,Half,Red,Polo,Slim,Checked,491,4,0
M,Full,Green,Round,Slim,Checked,734,3,0
XL,Full,Blue,V-Neck,Regular,Checked,855,6,1
M,Half,Black,Round,Slim,Printed,1243,3,1
L,Sleeveless,Black,V-Neck,Regular,Solid,2133,6,0
L,Half,Green,Mandarin,Slim,Solid,1420,0,0
L,Sleeveless,Black,Polo,Regular,Striped,430,0,0
S,Sleeveless,Blue,V-Neck,Regular,Printed,418,4,0
M,Sleeveless,Blue,V-Neck,Regular,Solid,2283,0,1
S,Full,Blue,Mandarin,Regular,Solid,1823,9,0
M,Sleeveless,Yellow,Round,Regular,Checked,1523,2,0
L,Full,Black,V-Neck,Regular,Solid,2193,1,0
M,Sleeveless,Green,Round,Regular,Printed,318,0,1
M,Half,Blue,Round,Regular,Checked,2753,3,0
M,Half,White,Polo,Slim,Striped,2161,2,0
XL,Half,Yellow,Round,Regular,Printed,563,1,0
XL,Half,Blue,Polo,Regular,Striped,948,5,1
M,Half,Black,Mandarin,Loose,Solid,540,2,0
XL,Full,Black,Round,Regular,Printed,3000,1,0
L,Sleeveless,Black,V-Neck,Regular,Solid,2911,2,0
M,Sleeveless,White,Polo,Loose,Striped,380,8,0
S,Sleeveless,Blue,V-Neck,Loose,Striped,429,8,1
XL,Sleeveless,Red,Round,Loose,Printed,2957,1,0
S,Half,Red,Mandarin,Regular,Checked,884,3,1
M,Half,Yellow,Mandarin,Regular,Solid,2399,7,0
S,Full,White,Round,Slim,Striped,796,0,0
XL,Half,Blue,Round,Slim,Printed,879,2,1
XL,Sleeveless,Blue,Mandarin,Slim,Solid,2642,7,0
S,Half,Black,Mandarin,Regular,Solid,1606,2,1
L,Sleeveless,Green,Polo,Regular,Printed,883,1,1
S,Sleeveless,White,V-Neck,Regular,Solid,539,3,0
L,Sleeveless,Red,Round,Slim,Solid,1301,3,0
M,Full,Black,Polo,Slim,Checked,479,2,0
M,Full,Black,Round,Regular,Checked,748,2,0
S,Half,Red,Round,Regular,Solid,794,2,0
L,Full,Green,Round,Loose,Checked,573,2,0
M,Half,Red,Mandarin,Slim,Striped,2515,7,0
L,Sleeveless,Black,V-Neck,Regular,Solid,833,1,1
XL,Half,Black,Round,Slim,Solid,1675,1,0
M,Full,Black,Mandarin,Slim,Solid,1907,3,0
XL,Sleeveless,White,Round,Loose,Solid,2497,0,1
M,Half,Yellow,Round,Loose,Printed,431,6,0
S,Full,Blue,Round,Regular,Solid,1306,2,0
S,Half,Blue,Round,Regular,Checked,2505,5,1
M,Half,White,V-Neck,Loose,Striped,2710,5,1
S,Full,Red,Mandarin,Loose,Checked,2983,5,0
S,Full,Blue,Round,Regular,Solid,1006,2,1
S,Full,Yellow,Polo,Loose,Solid,1564,2,0
S,Half,Black,Mandarin,Slim,Printed,221,5,0
M,Full,Green,Polo,Slim,Striped,2232,3,0
XL,Full,White,V-Neck,Regular,Printed,1272,6,0
L,Half,White,Polo,Slim,Solid,2111,6,0
M,Full,Blue,Polo,Loose,Checked,317,2,1
M,Half,Yellow,V-Neck,Regular,Solid,1150,2,1
M,Half,Green,Round,Regular,Checked,2422,3,0
L,Sleeveless,White,Polo,Slim,Striped,439,1,0
S,Full,White,Round,Loose,Striped,488,0,0
S,Sleeveless,Red,V-Neck,Loose,Checked,482,2,0
M,Sleeveless,White,V-Neck,Regular,Solid,1117,0,1
M,Half,Yellow,Round,Slim,Solid,600,1,0
M,Full,White,Round,Slim,Printed,938,4,1
L,Sleeveless,Black,Round,Loose,Solid,924,2,0
S,Full,Green,Mandarin,Regular,Solid,1081,7,1
L,Full,Red,Round,Regular,Checked,1164,0,1
S,Half,Blue,Polo,Regular,Solid,1380,0,1
M,Full,White,Round,Regular,Solid,2425,0,1
L,Half,Yellow,Polo,Slim,Printed,1928,8,0
M,Half,White,Round,Slim,Solid,709,2,1
L,Full,Blue,Round,Regular,Solid,1389,3,0
M,Half,Black,V-Neck,Regular,Solid,1837,4,1
L,Full,Red,Round,Regular,Solid,2327,0,0
XL,Full,White,Polo,Loose,Solid,1620,10,0
S,Half,Red,V-Neck,Slim,Solid,541,3,0
M,Sleeveless,White,V-Neck,Regular,Solid,2146,0,0
M,Half,Red,Polo,Regular,Solid,2321,2,0
M,Full,Yellow,Mandarin,Regular,Solid,2638,1,0
S,Half,Blue,Mandarin,Slim,Striped,1701,7,1
L,Half,White,Polo,Regular,Striped,2349,0,0
S,Full,Black,Round,Loose,Printed,663,1,0
L,Full,White,Round,Loose,Checked,655,2,0
M,Half,Green,V-Neck,Slim,Solid,2092,0,1
XL,Half,Blue,Round,Loose,Solid,771,0,1
XL,Full,Blue,Mandarin,Slim,Checked,1502,2,1
S,Sleeveless,Blue,Round,Slim,Striped,1155,4,0
S,Full,White,V-Neck,Loose,Printed,472,1,0
M,Full,Green,V-Neck,Slim,Solid,544,5,1
S,Half,Red,Round,Loose,Checked,391,0,0
L,Full,Yellow,Round,Loose,Checked,515,0,0
M,Full,Blue,V-Neck,Slim,Checked,1907,6,0
XL,Sleeveless,Blue,Mandarin,Regular,Striped,411,2,0
L,Full,White,Round,Regular,Solid,1034,3,1
S,Half,Blue,Polo,Regular,Striped,1549,5,1
L,Full,White,Polo,Loose,Checked,834,1,0
S,Half,White,Polo,Slim,Checked,1810,0,0
M,Sleeveless,Black,V-Neck,Regular,Solid,846,0,0
L,Full,White,Round,Slim,Solid,1227,0,0
L,Half,Yellow,Round,Slim,Printed,948,0,0
S,Sleeveless,White,Mandarin,Loose,Striped,422,7,0
L,Sleeveless,Black,Round,Regular,Solid,910,3,1
XL,Sleeveless,Green,Round,Regular,Solid,572,6,0
XL,Sleeveless,Black,Mandarin,Loose,Solid,1422,1,1
M,Half,Black,Mandarin,Slim,Printed,1315,4,1
M,Half,Yellow,V-Neck,Regular,Solid,461,1,1
L,Full,Black,Round,Slim,Striped,367,4,0
L,Half,Blue,Round,Loose,Printed,619,2,0
S,Sleeveless,Black,V-Neck,Regular,Checked,1661,6,0
L,Half,Red,Round,Slim,Printed,1408,3,1
L,Full,Blue,Polo,Loose,Striped,288,6,0
S,Half,Blue,Round,Slim,Striped,2294,2,0
XL,Half,White,V-Neck,Regular,Striped,1059,1,0
L,Sleeveless,Yellow,Round,Loose,Solid,1505,3,1
S,Full,Blue,V-Neck,Regular,Striped,727,2,0
M,Half,Yellow,V-Neck,Loose,Printed,2048,10,1
L,Full,Black,Mandarin,Slim,Solid,1985,0,1
M,Full,Blue,Round,Regular,Solid,489,1,1
S,Full,Green,Mandarin,Regular,Checked,581,3,1
XL,Full,Green,Mandarin,Regular,Striped,657,1,0
XL,Full,Blue,Round,Regular,Striped,885,7,1
M,Sleeveless,Black,Round,Slim,Checked,2636,5,0
L,Sleeveless,Yellow,Round,Regular,Solid,3000,1,1
XL,Full,Black,Mandarin,Slim,Printed,656,1,0
L,Half,Blue,Polo,Slim,Solid,272,0,0
XL,Sleeveless,Black,Mandarin,Regular,Solid,369,2,0
S,Full,Green,Round,Slim,Solid,1168,3,1
L,Half,Blue,Polo,Regular,Solid,738,3,0
M,Sleeveless,Green,V-Neck,Regular,Striped,272,3,0
S,Half,Red,Round,Regular,Printed,2044,6,0
L,Half,White,Polo,Slim,Striped,1024,0,0
M,Half,Black,Round,Slim,Solid,2295,8,1
M,Sleeveless,Blue,V-Neck,Slim,Solid,966,1,0
S,Half,White,Round,Slim,Checked,1187,0,1
L,Full,Green,Polo,Loose,Printed,1120,1,0
M,Half,Black,Mandarin,Slim,Printed,974,3,0
L,Sleeveless,White,Round,Slim,Striped,1444,3,0
S,Half,Green,V-Neck,Regular,Checked,1244,0,0
L,Full,White,Round,Regular,Striped,2921,6,0
S,Half,Blue,Polo,Regular,Solid,1253,1,0
S,Full,Blue,Round,Slim,Solid,1539,3,1
M,Full,Black,Round,Regular,Striped,2106,7,0
S,Full,Black,Round,Regular,Striped,2009,8,1
S,Half,Blue,Polo,Loose,Printed,1211,2,0
S,Half,Yellow,Round,Slim,Striped,1156,2,1
XL,Half,Black,Polo,Regular,Solid,684,5,0
L,Full,Black,Round,Regular,Striped,947,0,0
M,Sleeveless,Red,Round,Regular,Striped,2299,2,0
XL,Half,Green,Round,Loose,Striped,1463,1,0
L,Full,Black,Polo,Regular,Solid,2858,3,1
L,Half,Yellow,Mandarin,Slim,Solid,2310,5,0
XL,Sleeveless,Black,Polo,Slim,Solid,203,7,0
M,Full,Black,Mandarin,Regular,Printed,266,2,0
S,Full,Blue,Mandarin,Slim,Solid,2503,5,1
S,Full,White,Round,Loose,Printed,376,3,0
M,Full,Yellow,Polo,Regular,Solid,1359,0,0
M,Full,Black,Round,Loose,Checked,1813,1,1
S,Sleeveless,Red,V-Neck,Regular,Striped,2957,7,0
L,Full,Black,V-Neck,Regular,Solid,948,3,1
XL,Full,Yellow,Mandarin,Slim,Striped,597,1,0
M,Sleeveless,White,V-Neck,Slim,Solid,1856,1,0
M,Full,White,Round,Loose,Solid,2394,0,1
S,Sleeveless,Red,Mandarin,Loose,Striped,2493,1,0
M,Full,Blue,V-Neck,Regular,Solid,630,9,0
XL,Full,Blue,Mandarin,Slim,Solid,2493,5,1
XL,Full,Black,V-Neck,Loose,Checked,249,0,0
L,Sleeveless,Blue,Polo,Loose,Printed,596,0,0
S,Sleeveless,Green,Round,Regular,Checked,981,0,0
S,Full,Black,Polo,Regular,Checked,1284,0,0
L,Full,Black,Mandarin,Regular,Printed,554,1,0
M,Full,Blue,Round,Slim,Striped,661,0,1
S,Half,Red,Round,Slim,Printed,2774,3,1
M,Full,Red,Round,Loose,Checked,2908,5,1
XL,Half,White,V-Neck,Regular,Solid,470,2,0
M,Half,Blue,V-Neck,Regular,Solid,2103,3,0
M,Half,Red,Round,Loose,Printed,2830,4,0
L,Sleeveless,Blue,Polo,Regular,Solid,759,4,0
L,Sleeveless,Red,Round,Loose,Striped,857,1,0
XL,Half,Red,V-Neck,Regular,Checked,696,2,0
M,Full,Yellow,Round,Loose,Printed,1237,2,0
L,Full,Green,Polo,Regular,Printed,770,0,0
L,Sleeveless,Green,Polo,Regular,Solid,634,0,0
L,Full,Blue,Polo,Loose,Printed,2309,0,0
M,Full,Yellow,Mandarin,Loose,Checked,1886,7,1
S,Full,Blue,Polo,Slim,Solid,578,1,0
L,Full,Green,Round,Regular,Solid,785,1,0
S,Half,Green,V-Neck,Loose,Checked,1038,2,1
M,Full,Blue,Round,Slim,Checked,1181,1,1
L,Half,Green,Round,Regular,Checked,692,1,0
M,Sleeveless,White,Polo,Regular,Solid,977,0,1
XL,Full,Blue,Polo,Slim,Solid,2914,2,0
S,Half,White,Mandarin,Slim,Striped,604,1,0
L,Sleeveless,Black,V-Neck,Loose,Solid,1601,2,0
L,Half,Black,Round,Loose,Striped,2995,4,0
M,Half,Blue,Round,Slim,Striped,2501,8,1
L,Half,Green,V-Neck,Regular,Solid,251,0,0
M,Sleeveless,Red,Polo,Loose,Printed,1497,7,1
M,Sleeveless,Yellow,Mandarin,Regular,Checked,1202,4,0
L,Half,Black,Mandarin,Slim,Solid,950,0,1
S,Sleeveless,Black,Polo,Loose,Striped,955,7,1
L,Full,Yellow,Round,Loose,Solid,2879,2,0
M,Half,Blue,Polo,Slim,Striped,514,1,0
M,Sleeveless,Red,Round,Loose,Checked,1528,2,1
L,Full,Black,Polo,Regular,Printed,2045,3,1
S,Full,Black,Polo,Slim,Striped,1868,3,0
M,Sleeveless,White,Round,Regular,Solid,226,3,1
XL,Full,Blue,Mandarin,Loose,Solid,2174,7,1
L,Sleeveless,Black,V-Neck,Loose,Solid,1070,5,0
L,Half,Red,Mandarin,Slim,Striped,1086,1,0
M,Half,White,Mandarin,Regular,Striped,2134,1,0
L,Half,Green,V-Neck,Regular,Printed,2519,9,0
L,Full,Black,Round,Regular,Solid,673,1,0
XL,Half,Yellow,Polo,Loose,Printed,2260,2,0
L,Full,Black,V-Neck,Regular,Solid,2913,0,1
M,Half,Red,V-Neck,Loose,Solid,2894,3,0
S,Sleeveless,Red,Round,Regular,Printed,2297,7,0
L,Sleeveless,Blue,Round,Slim,Printed,949,3,1
S,Full,Blue,Polo,Loose,Striped,599,3,0
XL,Sleeveless,Black,Mandarin,Slim,Printed,1121,1,0
S,Half,White,Mandarin,Regular,Printed,1232,0,0
M,Half,Black,Round,Loose,Striped,1596,2,0
L,Sleeveless,Black,Round,Regular,Striped,1020,3,0
M,Half,Red,Polo,Slim,Checked,653,3,0
S,Half,Blue,Round,Regular,Solid,548,3,1
XL,Sleeveless,Black,Mandarin,Loose,Solid,1667,2,0
S,Half,Black,V-Neck,Loose,Checked,412,3,0
M,Full,White,Mandarin,Slim,Printed,1344,0,1
L,Sleeveless,Red,Polo,Regular,Solid,1315,10,1
XL,Full,Black,Polo,Slim,Printed,1746,0,0
M,Half,Yellow,Polo,Regular,Striped,379,4,0
M,Sleeveless,White,Mandarin,Regular,Solid,1334,3,1
M,Full,Yellow,V-Neck,Slim,Solid,2044,9,0
L,Full,Yellow,Mandarin,Loose,Checked,2380,1,0
M,Full,Black,Round,Slim,Striped,315,0,0
L,Full,Black,Mandarin,Regular,Checked,2848,3,0
M,Half,Black,Round,Regular,Solid,3000,3,1
M,Half,Black,Round,Regular,Striped,1338,0,1
M,Sleeveless,Blue,Round,Slim,Checked,1759,0,0
XL,Full,Red,V-Neck,Slim,Striped,315,1,0
M,Sleeveless,Black,Round,Loose,Striped,685,3,1
L,Half,Blue,Polo,Slim,Checked,850,0,0
M,Half,Blue,Round,Regular,Striped,2178,2,0
L,Half,White,V-Neck,Slim,Striped,1329,4,0
M,Full,White,Round,Slim,Solid,2047,2,0
L,Sleeveless,Yellow,Round,Regular,Printed,740,1,0
M,Half,Black,Mandarin,Loose,Printed,1389,2,0
S,Full,Blue,Mandarin,Slim,Checked,916,0,1
M,Half,Blue,Mandarin,Regular,Striped,2963,4,0
XL,Full,Black,Round,Regular,Checked,2538,2,0
M,Half,Black,Mandarin,Regular,Solid,1461,3,1
M,Full,Black,Round,Slim,Solid,2415,8,0
M,Half,Blue,Round,Slim,Solid,984,2,1
L,Full,Black,Mandarin,Slim,Solid,1444,0,0
L,Half,Black,Mandarin,Loose,Checked,251,5,0
L,Full,Blue,V-Neck,Regular,Striped,2798,2,0
XL,Full,Blue,Round,Regular,Solid,1876,3,0
XL,Full,White,V-Neck,Loose,Checked,1192,1,0
XL,Half,Red,V-Neck,Slim,Printed,1467,0,0
M,Full,Red,Polo,Regular,Solid,2496,1,1
L,Full,Blue,Polo,Slim,Checked,1857,0,0
L,Sleeveless,White,V-Neck,Loose,Solid,1696,1,0
L,Full,Green,V-Neck,Slim,Striped,820,1,1
S,Full,Black,Round,Regular,Solid,747,3,0
L,Full,Red,V-Neck,Regular,Printed,625,1,0
L,Full,Red,V-Neck,Regular,Striped,266,3,0
M,Sleeveless,Blue,V-Neck,Slim,Printed,1183,7,0
XL,Full,White,Mandarin,Loose,Solid,773,1,0
L,Full,Green,Mandarin,Slim,Striped,863,0,0
XL,Half,Black,Polo,Regular,Striped,200,2,1
S,Full,Black,V-Neck,Loose,Solid,1636,1,0
L,Full,Blue,Round,Regular,Printed,549,1,1
XL,Half,Black,V-Neck,Regular,Solid,1209,3,0
M,Half,White,Round,Slim,Solid,604,1,0
XL,Full,White,Polo,Slim,Printed,2776,7,0
L,Half,White,Polo,Regular,Solid,1679,8,0
S,Full,Red,V-Neck,Regular,Printed,906,3,1
L,Sleeveless,Green,Polo,Loose,Checked,1841,3,0
M,Full,Green,Mandarin,Regular,Solid,445,2,0
L,Half,Red,Polo,Regular,Solid,2497,2,0
M,Full,White,Polo,Slim,Solid,1568,1,1
S,Sleeveless,Black,V-Neck,Slim,Solid,1445,2,1
XL,Half,Black,V-Neck,Slim,Solid,851,0,1
M,Sleeveless,White,V-Neck,Regular,Striped,1279,8,1
M,Full,Blue,Mandarin,Slim,Striped,568,1,1
XL,Half,Red,Round,Regular,Checked,1021,2,0
M,Sleeveless,White,V-Neck,Loose,Solid,2377,0,1
M,Full,Yellow,V-Neck,Regular,Solid,2507,7,0
M,Half,Black,Mandarin,Loose,Checked,333,1,1
M,Sleeveless,Blue,Round,Loose,Printed,627,1,1
L,Full,Black,Polo,Loose,Striped,1118,0,0
L,Full,Green,V-Neck,Regular,Striped,765,10,0
XL,Half,White,Mandarin,Regular,Printed,622,3,0
L,Sleeveless,Yellow,Round,Regular,Printed,1980,9,0
L,Sleeveless,Red,Polo,Regular,Striped,353,3,0
L,Sleeveless,Black,Polo,Slim,Printed,915,4,0
XL,Half,Blue,Round,Regular,Printed,2107,3,0
S,Sleeveless,White,Round,Regular,Solid,2305,5,1
L,Full,Blue,Round,Regular,Solid,1521,1,1
M,Half,White,V-Neck,Slim,Solid,445,2,1
XL,Half,White,V-Neck,Regular,Striped,888,2,1
M,Full,Green,Round,Slim,Printed,1852,2,0
S,Sleeveless,Blue,Mandarin,Loose,Checked,1273,2,0
L,Full,Red,V-Neck,Regular,Solid,2790,8,0
L,Full,Blue,Mandarin,Slim,Checked,2328,0,0
L,Full,White,Mandarin,Regular,Solid,2638,5,0
M,Full,Yellow,V-Neck,Regular,Checked,2220,7,1
L,Sleeveless,Blue,Polo,Loose,Striped,1027,0,0
L,Full,Yellow,Polo,Loose,Solid,2979,0,0
M,Half,White,V-Neck,Regular,Printed,1044,3,1
L,Half,Blue,Round,Regular,Solid,1496,0,0
L,Sleeveless,Blue,Round,Slim,Printed,517,3,0
L,Full,Blue,Mandarin,Slim,Striped,1518,2,0
S,Sleeveless,Green,V-Neck,Slim,Solid,1124,1,1
L,Half,Blue,V-Neck,Slim,Striped,2969,3,0
XL,Full,Black,V-Neck,Slim,Striped,846,1,1
L,Half,Green,V-Neck,Slim,Solid,416,1,1
XL,Sleeveless,Black,Round,Regular,Solid,372,0,0
M,Half,White,Polo,Slim,Solid,487,0,0
L,Full,Black,Polo,Slim,Striped,1434,6,0
M,Sleeveless,Yellow,Round,Regular,Striped,2352,0,0
